CC,CCL,CCO,CI,CLC,CLLC,McCC,NL,NLE,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR,TLLOC,TLOC,TNOS,HOR_D,HOR_T,HON_D,HON_T,HLEN,HVOC,HDIFF,HVOL,HEFF,HBUGS,HTIME,CYCL,PARAMS,CYCL_DENS,Vuln,repo,holdout
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,2,1,11,11,6,7,8,8,11,19,15,4.8125,74.23092131656186,357.23630883595393,0.0247436404388539,19.84646160199744,1,1,50.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,2,1,18,21,12,7,8,8,11,19,15,4.8125,74.23092131656186,357.23630883595393,0.0247436404388539,19.84646160199744,1,1,50.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,4,2,7,7,4,9,12,11,14,26,20,5.727272727272728,112.37013046707143,643.5743835841364,0.0374567101556904,35.75413242134091,2,2,50.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,9,9,6,2,9,9,6,9,20,16,23,43,25,6.46875,199.68581616031315,1291.7176232870256,0.0665619387201043,71.76209018261254,2,2,33.33333333333333,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,6,3,2,12,12,5,7,13,12,16,29,19,4.666666666666666,123.18989788986396,574.8861901526984,0.0410632992966213,31.93812167514991,1,2,33.33333333333333,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,20,24,12,1,20,24,12,10,33,21,38,71,31,9.047619047619047,351.7479380374682,3182.4813441485217,0.117249312679156,176.8045191193623,3,1,20.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,6,3,2,7,7,4,7,15,13,19,34,20,5.115384615384615,146.94555522617034,751.683032503102,0.0489818517420567,41.76016847239456,1,2,33.33333333333333,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,3,1,5,5,3,4,11,11,14,25,15,2.5454545454545454,97.67226489021296,248.62031062963305,0.0325574216300709,13.812239479424058,1,1,33.33333333333333,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,5,1,1,0.0,0,0,0.0,0,10,13,6,1,16,19,10,12,26,12,27,53,24,13.5,243.00301253822133,3280.540669265988,0.0810010041794071,182.252259403666,3,1,42.85714285714285,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,6,6,4,0,6,6,4,5,5,4,5,10,9,3.125,31.699250014423125,99.06015629507226,0.0105664166714743,5.503342016392903,2,0,66.66666666666666,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,6,4,0,6,6,4,6,16,15,20,36,21,4.0,158.12342722003538,632.4937088801415,0.0527078090733451,35.138539382230086,1,0,33.33333333333333,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,4,3,2,0.0,0,0,0.0,0,10,10,7,1,10,10,7,7,11,9,13,24,16,5.055555555555555,96.0,485.3333333333333,0.032,26.96296296296296,4,1,57.14285714285714,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,3,1,4,4,3,2,2,3,4,6,5,1.3333333333333333,13.931568569324174,18.575424759098897,0.0046438561897747,1.0319680421721609,1,1,50.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,16,18,9,2,18,20,11,9,46,28,58,104,37,9.321428571428571,541.7831500254108,5050.192934165438,0.1805943833418036,280.56627412030207,3,2,37.5,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,14,14,8,2,16,16,10,10,38,24,50,88,34,10.416666666666668,447.6967300300299,4663.507604479479,0.1492322433433433,259.0837558044155,2,2,22.22222222222222,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,7,7,4,1,8,8,5,7,18,16,21,39,23,4.59375,176.41891628622352,810.4243966898393,0.0588063054287411,45.02357759387996,1,1,25.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,9,5,2,8,9,5,6,16,14,18,34,20,3.8571428571428577,146.94555522617034,566.7899987295142,0.0489818517420567,31.48833326275079,2,2,40.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,10,5,5,0.0,0,0,0.0,0,37,37,24,2,37,37,24,16,91,42,101,192,58,19.23809523809524,1124.7323510644935,21637.708087145496,0.3749107836881646,1202.094893730305,9,2,31.03448275862069,1,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,3,1,7,7,3,7,11,8,14,25,15,6.125,97.67226489021296,598.2426224525544,0.0325574216300709,33.23570124736413,2,1,33.33333333333333,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,1,1,19,20,15,4,4,4,6,10,8,3.0,30.0,90.0,0.01,5.0,1,1,100.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,4,2,8,8,4,7,19,17,24,43,24,4.941176470588236,197.1533875310097,974.1696795649892,0.0657177958436699,54.12053775361052,2,2,40.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,11,13,6,2,15,18,10,10,32,24,34,66,34,7.083333333333334,335.7725475225224,2378.388878284534,0.1119241825075074,132.1327154602519,2,2,33.33333333333333,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,8,8,2,2,8,8,2,6,11,12,17,28,18,4.25,116.75790004038474,496.2210751716352,0.0389193000134615,27.567837509535288,1,2,20.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,2,2,5,5,7,7,1.0,19.651484454403228,19.651484454403228,0.0065504948181344,1.0917491363557348,1,0,100.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,6,6,4,0,6,6,4,5,5,4,5,10,9,3.125,31.699250014423125,99.06015629507226,0.0105664166714743,5.503342016392903,2,0,66.66666666666666,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,2,4,4,2,2,4,9,9,13,11,1.0,44.97261104228487,44.97261104228487,0.0149908703474282,2.498478391238048,1,2,50.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,2,2,4,4,6,6,1.0,15.509775004326936,15.509775004326936,0.0051699250014423,0.861654166907052,1,0,100.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,2,2,4,4,6,6,1.0,15.509775004326936,15.509775004326936,0.0051699250014423,0.861654166907052,1,0,100.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,3,4,4,5,9,7,1.875,25.26619429851844,47.37411430972208,0.0084220647661728,2.6318952394290043,1,1,100.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,4,3,3,0.0,0,0,0.0,0,17,18,14,2,17,18,14,9,46,25,56,102,34,10.080000000000002,518.9212098075346,5230.72579485995,0.1729737366025115,290.5958774922194,4,2,28.57142857142857,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,1,1,1,1,1,1,3,4,4,5,9,7,1.875,25.26619429851844,47.37411430972208,0.0084220647661728,2.6318952394290043,1,1,100.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,6,2,2,6,7,3,7,10,12,15,25,19,4.375,106.19818783608964,464.61707178289214,0.0353993959453632,25.81205954349401,1,2,50.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,1,1,3,3,4,4,0.5,8.0,4.0,0.0026666666666666,0.2222222222222222,1,2,100.0,0,pouchdb/pouchdb,False
0.0,0,0,0,0.0,0,7,3,3,0.0,0,0,0.0,0,22,25,17,2,22,25,17,16,70,29,79,149,45,21.79310344827586,818.2861113531216,17832.99387500596,0.2727620371177072,990.7218819447756,7,2,35.0,0,ljharb/qs,False
0.0,0,0,0,0.0,0,12,2,2,0.0,0,0,0.0,0,28,31,15,3,28,31,15,17,66,28,77,143,45,23.375,785.3349927751435,18357.20545611898,0.2617783309250478,1019.8447475621656,6,3,35.294117647058826,1,ljharb/qs,False
0.0,0,0,0,0.0,0,13,3,3,0.2,8,0,0.2,8,32,53,22,3,32,53,22,16,75,35,80,155,51,18.285714285714285,879.2259280055819,16077.274112102068,0.2930753093351939,893.1818951167816,10,3,45.45454545454545,1,ljharb/qs,False
0.0,0,0,0,0.0,0,22,2,2,0.0344828,1,0,0.0344828,1,28,36,25,2,28,36,25,18,145,42,160,305,60,34.285714285714285,1801.6016316605983,61769.19879979194,0.6005338772201995,3431.622155543997,20,2,83.33333333333334,0,ljharb/qs,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,4,4,5,6,10,9,2.4,31.699250014423125,76.07820003461549,0.0105664166714743,4.22656666858975,1,1,50.0,0,facebook/react,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,8,8,2,1,8,8,2,4,15,15,18,33,19,2.4,140.1816079436383,336.4358590647319,0.0467272026478794,18.69088105915177,1,1,50.0,1,facebook/react,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,9,9,3,2,9,9,3,5,14,9,19,33,14,5.277777777777778,125.64271242790092,663.1143155916993,0.0418809041426336,36.83968419953885,2,2,66.66666666666666,0,facebook/react,False
0.0,0,0,0,0.0,0,2,1,1,0.125,1,0,0.125,1,7,9,7,0,7,9,7,8,18,10,21,39,18,8.4,162.62707505625016,1366.0674304725014,0.05420902501875,75.89263502625008,2,0,40.0,0,jonschlinkert/remarkable,False
0.0,0,0,0,0.0,0,4,2,2,0.0,0,0,0.0,0,18,21,14,1,18,21,14,10,36,15,43,79,25,14.333333333333334,366.8646389922032,5258.393158888246,0.122288212997401,292.13295327156925,4,1,28.57142857142857,0,jonschlinkert/remarkable,False
0.0,0,0,0,0.0,0,7,3,3,0.214286,6,0,0.214286,6,22,34,17,1,22,34,17,13,40,18,42,82,31,15.166666666666668,406.2440974517238,6161.368811351145,0.1354146991505746,342.29826729728586,7,1,41.17647058823529,0,jonschlinkert/remarkable,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,4,4,4,2,5,5,8,14,19,13,4.375,70.30835464468075,307.59905157047825,0.0234361182148935,17.088836198359903,1,4,50.0,0,jonschlinkert/remarkable,False
0.0,0,0,0,0.0,0,3,1,1,0.1,1,0,0.1,1,9,10,7,1,9,10,7,10,27,18,27,54,28,7.5,259.5971657911106,1946.9787434333296,0.0865323885970368,108.1654857462961,2,1,33.33333333333333,1,jonschlinkert/remarkable,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,7,5,0,6,7,5,5,11,11,16,27,16,3.6363636363636367,108.0,392.7272727272728,0.036,21.81818181818182,1,0,25.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,6,6,3,1,7,7,4,7,7,5,8,15,12,5.6000000000000005,53.77443751081735,301.1368500605772,0.0179248125036057,16.729825003365402,1,1,33.33333333333333,1,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,7,8,4,1,8,9,5,8,16,11,17,33,19,6.181818181818182,140.1816079436383,866.5772127424914,0.0467272026478794,48.143178485693966,2,1,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0789474,3,5,6,2,3,35,45,22,4,4,6,6,10,10,2.0,33.219280948873624,66.43856189774725,0.0110730936496245,3.691031216541514,1,3,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,6,3,1,5,6,3,5,10,9,14,24,14,3.888888888888889,91.37651812938248,355.3531260587097,0.0304588393764608,19.741840336594983,1,1,33.33333333333333,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,5,3,3,0.0,0,0,0.0,0,18,19,11,3,18,19,11,9,32,20,43,75,29,9.675,364.348574634568,3525.072459589445,0.1214495248781893,195.83735886608028,5,3,38.46153846153847,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,7,7,4,1,7,7,4,8,11,7,12,23,15,6.857142857142857,89.85848369899593,616.1724596502578,0.0299528278996653,34.231803313903214,2,1,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,5,5,2,2,5,5,2,4,7,6,11,18,10,3.6666666666666665,59.794705707972525,219.24725426256592,0.0199315685693241,12.180403014586997,2,2,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,4,1,1,0.0833333,1,0,0.0833333,1,11,15,7,1,11,15,7,12,23,16,27,50,28,10.125,240.36774610288015,2433.723429291662,0.0801225820342933,135.2068571828701,4,1,57.14285714285714,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,2,3,3,1,3,5,5,7,12,8,2.1,36.0,75.6,0.012,4.199999999999999,1,2,100.0,1,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,7,5,9,16,7,1.8,44.91767875292167,80.851821755259,0.0149725595843072,4.491767875292166,1,1,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,3,1,1,0.142857,3,0,0.0857143,3,18,24,9,3,32,41,20,11,25,20,40,65,31,11.0,322.0227601751469,3542.2503619266163,0.1073409200583823,196.7916867737009,3,3,20.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,3,4,6,5,1.3333333333333333,13.931568569324174,18.575424759098897,0.0046438561897747,1.0319680421721609,1,1,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,12,15,6,3,15,18,10,10,23,16,35,58,26,10.9375,272.6255036521834,2981.841446195756,0.0908751678840611,165.65785812198644,3,3,33.33333333333333,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,5,5,4,2,5,5,4,4,12,12,18,30,16,3.0,120.0,360.0,0.04,20.0,2,2,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,5,0,0,0.125,1,0,0.125,1,7,11,5,1,7,11,5,6,35,20,43,78,26,6.449999999999999,366.6342980150053,2364.791222196784,0.1222114326716684,131.37729012204352,5,1,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,4,1,1,0.166667,3,0,0.166667,3,15,21,10,1,15,21,10,12,38,18,46,84,30,15.333333333333332,412.1788100311156,6320.075087143771,0.1373929366770385,351.1152826190984,4,1,33.33333333333333,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,5,6,6,8,14,11,3.333333333333333,48.43204266092217,161.4401422030739,0.0161440142203073,8.968896789059661,1,1,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,3,2,1,0.0666667,1,0,0.0666667,1,14,17,7,0,14,17,7,10,31,17,38,69,27,11.176470588235292,328.08723764927936,3666.857361962534,0.1093624125497597,203.71429788680743,3,0,25.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,4,1,1,0.0,0,0,0.0,0,13,13,8,1,13,13,8,4,18,9,23,41,13,5.111111111111111,151.7180284437848,775.4477009349,0.0505726761479282,43.08042782971667,4,1,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,3,5,4,5,10,7,1.875,28.07354922057604,52.63790478858007,0.009357849740192,2.924328043810004,2,0,200.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,0,3,3,1,3,7,5,6,13,8,1.7999999999999998,39.0,70.19999999999999,0.013,3.9,1,0,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,5,1,1,0.148148,4,0,0.133333,4,23,31,13,0,26,35,15,9,48,26,60,108,35,10.384615384615383,553.9625658300564,5752.688183619815,0.1846541886100188,319.59378797887865,5,0,31.25,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,11,12,7,0,11,12,7,10,24,13,24,48,23,9.230769230769232,217.13097389073664,2004.2859128375687,0.0723769912969122,111.34921737986495,2,0,25.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,9,11,3,0,10,12,4,7,22,16,26,48,23,5.6875,217.13097389073664,1234.9324140035646,0.0723769912969122,68.60735633353137,1,0,16.666666666666664,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.3,3,0,0.3,3,7,12,5,0,7,12,5,5,15,7,15,30,12,5.357142857142857,107.5488750216347,576.1546876159001,0.0358496250072115,32.0085937564389,1,0,20.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,11,2,2,0.0212766,1,0,0.0212766,1,46,57,24,0,46,57,24,12,98,31,107,205,43,20.70967741935484,1112.3842747139302,23037.11949568849,0.3707947582379767,1279.839971982694,11,0,32.35294117647059,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,3,2,1,0.181818,2,0,0.181818,2,9,12,6,2,9,12,6,4,12,9,17,29,13,3.7777777777777777,107.31275182609168,405.40372912079073,0.0357709172753638,22.522429395599485,3,2,42.85714285714285,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,3,3,4,5,8,7,1.875,22.458839376460837,42.11032383086406,0.0074862797921536,2.339462435048004,1,1,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,3,3,5,5,1.0,11.60964047443681,11.60964047443681,0.0038698801581456,0.6449800263576005,1,1,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,4,4,2,2,4,4,5,9,6,1.25,23.264662506490403,29.080828133113,0.0077548875021634,1.6156015629507223,1,0,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,1,0,6,6,3,3,3,3,3,6,6,1.5,15.509775004326936,23.264662506490403,0.0051699250014423,1.292481250360578,1,0,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,1,4,4,2,2,5,6,10,15,8,1.6666666666666667,45.0,75.0,0.015,4.166666666666667,1,1,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,5,1,1,0.0,0,0,0.0,0,18,22,13,2,18,22,13,10,42,22,51,93,32,11.590909090909092,465.0,5389.772727272728,0.155,299.43181818181824,3,2,21.428571428571427,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.615385,8,0,0.615385,8,5,15,3,0,5,15,3,2,6,5,7,13,7,1.4,36.49561398674886,51.0938595814484,0.0121652046622496,2.838547754524911,1,0,33.33333333333333,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.25,2,0,0.2,2,6,9,3,1,8,11,5,5,8,8,11,19,13,3.4375,70.30835464468075,241.68496909109007,0.0234361182148935,13.426942727282782,1,1,33.33333333333333,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,4,4,1,0,5,5,2,5,6,4,5,11,9,3.125,34.86917501586544,108.9661719245795,0.0116230583386218,6.053676218032194,2,0,200.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,5,1,1,0.0625,1,0,0.0625,1,15,19,11,0,15,19,11,7,34,20,45,79,27,7.875,375.6361126709141,2958.1343872834486,0.1252120375569713,164.34079929352492,4,0,36.36363636363637,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,4,2,2,0.125,2,0,0.125,2,14,18,9,3,14,18,9,12,21,12,24,45,24,12.0,206.3233125324521,2475.8797503894248,0.0687744375108173,137.5488750216347,4,3,36.36363636363637,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0,0,8,8,4,5,8,8,4,7,11,11,21,32,18,6.681818181818182,133.437600046154,891.6057821265744,0.0444792000153846,49.533654562587465,2,5,40.0,1,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,7,9,3,1,14,16,8,6,8,7,10,18,13,4.285714285714286,66.60791492653966,285.4624925423128,0.0222026383088465,15.859027363461824,1,1,25.0,1,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,6,3,4,5,6,3,6,6,6,12,18,12,6.0,64.52932501298082,387.1759500778849,0.0215097750043269,21.50977500432694,1,4,33.33333333333333,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,2,1,1,0.0,0,0,0.0384615,1,6,6,2,3,25,28,15,6,13,14,19,32,20,4.071428571428571,138.3016990363956,563.0854889338964,0.0461005663454652,31.28252716299424,2,3,66.66666666666666,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,10,2,2,0.0,0,0,0.0,0,24,26,11,2,24,26,11,12,75,21,84,159,33,24.0,802.0586649779941,19249.407959471857,0.267352888325998,1069.4115533039922,8,2,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.137931,4,6,8,3,2,25,32,17,7,7,6,9,16,13,5.25,59.20703549025748,310.8369363238517,0.0197356784967524,17.268718684658428,1,2,33.33333333333333,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,5,6,2,2,5,6,2,7,11,8,13,24,15,5.6875,93.76537429460444,533.2905663005628,0.0312551247648681,29.6272536833646,2,2,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,3,3,3,1,5,8,8,11,19,13,3.4375,70.30835464468075,241.68496909109007,0.0234361182148935,13.426942727282782,1,3,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,0,4,4,2,2,4,4,5,9,6,1.25,23.264662506490403,29.080828133113,0.0077548875021634,1.6156015629507223,1,0,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,4,4,2,1,4,4,2,3,4,5,7,11,8,2.1,33.0,69.29999999999998,0.011,3.849999999999999,1,1,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,2,3,5,4,1.5,10.0,15.0,0.0033333333333333,0.8333333333333334,1,1,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,3,2,2,0.0,0,0,0.0,0,9,9,5,2,9,9,5,4,11,9,16,27,13,3.555555555555556,99.91187238980947,355.24221294154484,0.0333039574632698,19.73567849675249,2,2,40.0,1,rendrjs/rendr,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,14,16,9,2,18,20,12,11,27,19,38,65,30,11.0,318.9478887145537,3508.426775860091,0.1063159629048512,194.91259865889396,3,2,21.428571428571427,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.25,1,0,0.25,1,3,4,1,2,3,4,1,2,3,5,6,9,7,1.2,25.26619429851844,30.319433158222125,0.0084220647661728,1.6844129532345624,1,2,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,8,4,4,0.16,4,0,0.16,4,21,26,14,2,21,26,14,11,46,19,52,98,30,15.052631578947368,480.8752783696348,7238.438400721871,0.1602917594565449,402.1354667067706,6,2,31.57894736842105,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,5,5,2,2,6,6,3,4,8,11,14,22,15,2.5454545454545454,85.95159310338741,218.78587335407704,0.0286505310344624,12.154770741893168,1,2,50.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,3,3,1,1,3,3,1,2,2,7,8,10,9,1.1428571428571428,31.699250014423125,36.22771430219785,0.0105664166714743,2.0126507945665475,1,1,100.0,0,rendrjs/rendr,False
0.0,0,0,0,0.0,0,5,2,2,0.411765,14,10,0.378378,14,20,30,15,2,23,33,17,14,37,14,37,74,28,18.5,355.74426423226265,6581.268888296859,0.1185814214107542,365.6260493498255,5,2,38.46153846153847,0,restify/node-restify,False
0.0,0,0,0,0.0,0,3,1,1,0.296296,8,8,0.156863,8,19,23,15,1,43,50,32,12,35,21,42,77,33,12.0,388.4183471906009,4661.020166287211,0.1294727823968669,258.945564793734,3,1,21.428571428571427,0,restify/node-restify,False
0.0,0,0,0,0.0,0,6,1,1,0.238095,10,7,0.217391,10,32,45,20,1,36,50,23,10,83,36,96,179,46,13.333333333333332,988.7175901342054,13182.901201789404,0.3295725300447351,732.3834000994113,6,1,22.22222222222222,0,restify/node-restify,False
0.0,0,0,0,0.0,0,4,1,1,0.0,0,0,0.0,0,12,16,9,3,23,27,15,13,41,30,44,85,43,9.533333333333331,461.23250414967833,4397.083206226934,0.1537441680498927,244.2824003459408,4,3,36.36363636363637,0,restify/node-restify,False
0.0,0,0,0,0.0,0,12,2,2,0.0,0,0,0.0,0,56,67,30,1,58,69,32,14,123,41,142,265,55,24.24390243902439,1532.0603240840348,37143.12102779343,0.5106867746946783,2063.506723766301,12,1,30.76923076923077,0,restify/node-restify,False
0.0,0,0,0,0.0,0,3,1,1,0.0,0,0,0.0,0,18,24,12,1,20,26,14,10,52,17,54,106,27,15.88235294117647,504.0180752293277,8004.992959524617,0.1680060250764425,444.7218310847009,3,1,25.0,0,restify/node-restify,False
0.0,0,0,0,0.0,0,7,3,3,0.0434783,1,0,0.0434783,1,22,27,16,3,22,27,16,15,39,22,44,83,37,15.0,432.38462934720286,6485.769440208043,0.1441282097824009,360.3205244560024,6,3,40.0,0,restify/node-restify,False
0.0,0,0,0,0.0,0,25,3,3,0.113821,14,0,0.108571,19,109,150,74,3,156,207,105,22,209,73,235,444,95,35.41095890410959,2917.015890098941,103294.32980692826,0.9723386300329804,5738.5738781626815,21,3,26.25,1,restify/node-restify,False
0.0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,7,9,4,0,11,14,7,7,13,10,13,26,17,4.55,106.27403387250884,483.5468541199152,0.0354246779575029,26.863714117773064,1,0,25.0,0,restify/node-restify,False
