AVGNOAL,AVGNODL,AVGNOEMT,AVGNOML,AVGTBC,CC,CCL,CCO,CChurn,CD,CI,CLC,CLLC,CLOC,CYCL,CYCL_DENS,DLOC,HBUGS,HDIFF,HEFF,HLEN,HON_D,HON_T,HOR_D,HOR_T,HTIME,HVOC,HVOL,LDC,LLDC,LLOC,LOC,MNOAL,MNODL,MNOEMT,MNOML,McCC,NII,NL,NLE,NOADD,NOCC,NOCHG,NOContr,NODEL,NOI,NOMOD,NOS,NUMPAR,PARAMS,SOADD,SODEL,SOMOD,TCD,TCLOC,TLLOC,TLOC,TNOS,Vuln,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,repo
1.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2225.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,9.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,4.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
38.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,38.0,0.08108108,1.0,1.0,1.0,3.0,12,40.0,0.0,0.5174343415062789,16.72222222222222,25957.95613223166,255,54,129,14,126,1442.10867401287,68,1552.3030245188368,38.0,34.0,34.0,38.0,38.0,0.0,2132.0,0.0,20.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0,2.0,2,38.0,0.0,0.0,0.08108108,3.0,34.0,38.0,30.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9523809523809524,0.0,1.2932038198953035,14.470588235294118,56140.25994604318,571,102,328,9,243,3118.9033303357323,111,3879.611459685911,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
10.0,0.0,2132.0,0.0,0.0,1.0,1.0,42.0,10.0,0.5,1.0,1.0,1.0,5.0,1,25.0,0.0,0.0777947057079725,5.166666666666667,1205.8179384735745,54,15,31,5,23,66.98988547075413,20,233.3841171239176,10.0,5.0,5.0,10.0,10.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1,10.0,0.0,0.0,0.5,5.0,5.0,10.0,3.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2225.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
3.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,3.0,0.0,1.0,1.0,1.0,0.0,2,200.0,0.0,0.0116230583386218,2.4,83.68602003807705,11,5,6,4,5,4.649223335448725,9,34.86917501586544,3.0,3.0,3.0,3.0,3.0,0.0,2132.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
7.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,7.0,0.0,1.0,1.0,1.0,0.0,3,75.0,0.0,0.0375293250129808,7.0,788.115825272597,27,9,14,9,13,43.78421251514428,18,112.58797503894245,7.0,7.0,7.0,7.0,7.0,0.0,2132.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1,7.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
11.0,0.0,2132.0,0.0,0.0,1.0,1.0,2.0,11.0,0.33333334,1.0,1.0,1.0,3.0,2,40.0,0.0,0.050975130161323,4.384615384615384,670.5190198143257,36,13,19,6,17,37.25105665635144,19,152.9253904839691,11.0,6.0,6.0,11.0,11.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0,11.0,0.0,0.0,0.33333334,3.0,6.0,11.0,5.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9523809523809524,0.0,1.2932038198953035,14.470588235294118,56140.25994604318,571,102,328,9,243,3118.9033303357323,111,3879.611459685911,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
3.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,3.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0166096404744368,3.0,149.4867642699313,15,6,9,4,6,8.304820237218406,10,49.82892142331044,3.0,3.0,3.0,3.0,3.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
5.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,5.0,0.2,1.0,1.0,1.0,1.0,2,66.66666666666666,0.0,0.0139999999999999,2.7,113.4,14,5,9,3,5,6.300000000000002,8,42.0,5.0,4.0,4.0,5.0,5.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2,5.0,0.0,0.0,0.2,1.0,4.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2225.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
6.0,0.0,2132.0,0.0,0.0,1.0,1.0,46.0,6.0,0.0,1.0,1.0,1.0,0.0,2,66.66666666666666,0.0,0.0219097335847028,3.1428571428571432,206.5774880843415,19,7,11,4,8,11.476527115796747,11,65.72920075410866,6.0,6.0,6.0,6.0,6.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1,6.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
7.0,0.0,2132.0,0.0,0.0,1.0,1.0,46.0,7.0,0.0,1.0,1.0,1.0,0.0,1,25.0,0.0,0.032,5.0555555555555545,485.33333333333326,24,9,13,7,11,26.96296296296296,16,96.0,7.0,7.0,6.0,6.0,7.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1,7.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
54.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,54.0,0.19607843,1.0,1.0,1.0,10.0,13,39.39393939393939,0.0,0.2581170955274947,14.828125,11482.177671355896,141,32,73,13,68,637.898759519772,45,774.3512865824841,54.0,43.0,41.0,52.0,54.0,0.0,2132.0,0.0,16.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,0.0,0,54.0,0.0,0.0,0.18867925,10.0,43.0,54.0,28.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
262.0,0.0,2132.0,0.0,0.0,1.0,1.0,46.0,262.0,0.35,1.0,1.0,1.0,21.0,1,5.0,0.0,0.1344041408651961,5.478260869565216,2208.9028368280065,83,23,42,6,41,122.71682426822258,29,403.2124225955885,262.0,220.0,39.0,60.0,262.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3,262.0,0.0,0.0,0.16030534,42.0,220.0,262.0,150.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2225.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
3.0,0.0,2132.0,0.0,0.0,1.0,1.0,46.0,3.0,0.0,1.0,1.0,1.0,0.0,2,50.0,0.0,0.0395121407987532,4.636363636363637,549.5779583826594,29,11,17,6,12,30.532108799036635,17,118.53642239625988,3.0,3.0,3.0,3.0,3.0,0.0,2132.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9523809523809524,0.0,1.2932038198953035,14.470588235294118,56140.25994604318,571,102,328,9,243,3118.9033303357323,111,3879.611459685911,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
3.0,0.0,2132.0,0.0,0.0,1.0,1.0,46.0,3.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0033333333333333,1.5,15.0,5,2,3,2,2,0.8333333333333334,4,10.0,3.0,3.0,3.0,3.0,3.0,0.0,2132.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2132.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
11.0,0.0,2132.0,0.0,0.0,1.0,1.0,10.0,11.0,0.0,1.0,1.0,1.0,0.0,2,50.0,0.0,0.0266514844544032,6.666666666666668,533.0296890880645,21,6,10,8,11,29.61276050489248,14,79.95445336320968,11.0,11.0,8.0,8.0,11.0,0.0,2132.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1,11.0,0.0,0.0,0.0,0.0,11.0,11.0,8.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2225.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
8.0,0.0,2132.0,0.0,0.0,1.0,1.0,72.0,8.0,0.16666667,1.0,1.0,1.0,1.0,1,50.0,0.0,0.0121804030145869,3.0,109.62362713128296,11,5,6,5,5,6.090201507293497,10,36.541209043760986,8.0,7.0,5.0,6.0,8.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,8.0,0.0,0.0,0.125,1.0,7.0,8.0,4.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
29.0,0.0,2132.0,0.0,0.0,1.0,2.0,10.0,29.0,0.0,2.0,1.0,1.0,0.0,2,33.33333333333333,0.0,0.0572984514433888,4.8125,827.2463927139262,38,16,22,7,16,45.95813292855146,23,171.8953543301665,29.0,29.0,9.0,9.0,29.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4,29.0,0.0,0.0,0.0,0.0,29.0,29.0,19.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
8.0,0.0,2132.0,0.0,0.0,1.0,1.0,72.0,8.0,0.0,1.0,1.0,1.0,0.0,2,40.0,0.0,0.0346546375069711,5.7142857142857135,594.0795001195057,29,7,16,5,13,33.00441667330588,12,103.96391252091354,8.0,8.0,8.0,8.0,8.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1,8.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
4.0,0.0,2132.0,0.0,0.0,1.0,1.0,68.0,4.0,0.0,1.0,1.0,1.0,0.0,2,50.0,0.0,0.0449620912537537,2.6153846153846154,352.77948522176,33,13,17,4,16,19.598860290097782,17,134.8862737612612,4.0,4.0,4.0,4.0,4.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2225.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
3.0,0.0,2132.0,0.0,0.0,1.0,1.0,42.0,3.0,0.0,1.0,1.0,1.0,0.0,2,200.0,0.0,0.01,1.7999999999999998,53.99999999999999,10,5,6,3,4,3.0,8,30.0,3.0,3.0,3.0,3.0,3.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9523809523809524,0.0,1.2932038198953035,14.470588235294118,56140.25994604318,571,102,328,9,243,3118.9033303357323,111,3879.611459685911,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25.0,0.0,0.9539112663691356,25.78571428571429,73791.85010555528,422,91,247,19,175,4099.547228086404,110,2861.7337991074064,0.0,0.0,1.0,1.0,1.0,0.0,2225.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
44.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,44.0,0.12820514,1.0,1.0,1.0,5.0,9,30.0,0.0,0.3007096910832153,14.30232558139535,12902.543722058892,154,43,82,15,72,716.8079845588272,58,902.129073249646,44.0,38.0,34.0,39.0,44.0,0.0,2132.0,0.0,10.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,28.0,2.0,2,44.0,0.0,0.0,0.13636364,6.0,38.0,44.0,32.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
3.0,0.0,2132.0,0.0,0.0,1.0,1.0,46.0,3.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0232461166772436,3.0,209.21505009519265,22,6,12,3,10,11.623058338621812,9,69.73835003173087,3.0,3.0,3.0,3.0,3.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
25.0,0.0,2132.0,0.0,0.0,1.0,1.0,10.0,25.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0038698801581456,1.0,11.60964047443681,5,3,3,2,2,0.6449800263576005,5,11.60964047443681,25.0,20.0,4.0,4.0,25.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2,25.0,0.0,0.0,0.13043478,3.0,20.0,25.0,16.0,0,0.0,0.0,0.0,6.0,0.0,textAngular/textAngular
6.0,0.0,2132.0,0.0,0.0,1.0,1.0,46.0,6.0,0.0,1.0,1.0,1.0,0.0,1,50.0,0.0,0.0143398500028846,2.5,107.54887502163471,12,7,7,5,5,5.974937501201928,12,43.01955000865388,6.0,6.0,5.0,5.0,6.0,0.0,2132.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1,6.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
7.0,0.0,2132.0,0.0,0.0,1.0,1.0,72.0,7.0,0.2857143,1.0,1.0,1.0,2.0,2,50.0,0.0,0.0177169498393992,3.333333333333333,177.16949839399268,16,6,10,4,6,9.842749910777371,10,53.1508495181978,7.0,5.0,5.0,7.0,7.0,0.0,2132.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2,7.0,0.0,0.0,0.2857143,2.0,5.0,7.0,4.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.9523809523809524,0.0,1.2932038198953035,14.470588235294118,56140.25994604318,571,102,328,9,243,3118.9033303357323,111,3879.611459685911,0.0,0.0,1.0,1.0,1.0,0.0,2580.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
16.0,0.0,2132.0,0.0,0.0,1.0,1.0,228.0,16.0,0.14285715,1.0,1.0,1.0,2.0,4,36.36363636363637,0.0,0.0789455552261703,8.4375,1998.309366662436,51,16,30,9,21,111.017187036802,25,236.83666567851088,16.0,14.0,12.0,14.0,16.0,0.0,2132.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,2,16.0,0.0,0.0,0.125,2.0,14.0,16.0,12.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
1.0,0.0,2132.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1,100.0,0.0,0.0006666666666666,0.5,1.0,2,1,1,1,1,0.0555555555555555,2,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
95.0,0.0,2132.0,0.0,0.0,1.0,1.0,10.0,95.0,0.0,1.0,1.0,1.0,0.0,1,10.0,0.0,0.0603141594140935,5.03125,910.366843656474,40,16,23,7,17,50.57593575869299,23,180.9424782422805,95.0,79.0,16.0,20.0,95.0,0.0,2132.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2,95.0,0.0,0.0,0.08139535,7.0,79.0,95.0,52.0,1,0.0,0.0,0.0,0.0,0.0,textAngular/textAngular
